PPP1R12B,axolotl_gene,human_gene,D0,D0.5,D1,D1.5,D2,D3,D4,D5,D7,D9,D10,D12,D14,D16,D18,D20,D22,D24,D26,D28,LFC,ME,LME
9364,axo18842-r_at,OSBPL9,646.4332516,700.1715345,700.7108863,713.538122,763.4908198,894.6524313,1008.200598,1005.713037,1096.897725,1027.30083,1067.43063,545.6063156,513.7181939,472.3263581,844.8344765,805.6609387,763.6178411,723.544982,723.2120472,736.064458,0.7628557,787.6562738,9.621422378
11341,axo20109-f_at,RPL6,983.7171199,863.5904026,790.8454636,899.3247731,856.5363126,893.0234813,838.7008454,1016.857992,888.2502627,848.5368478,779.2134123,454.0707953,416.3096855,434.754056,808.8967196,771.9361976,777.6247893,795.7522385,773.1394799,859.141767,-1.240586387,787.5111321,9.621156507
2571,axo09566-f_at,CES2,307.6722249,753.3245314,1327.65262,1439.520381,1509.575816,1336.056682,1804.49934,1505.250833,1133.818501,824.0468204,842.8576003,380.3893994,286.415009,256.9219346,430.6048325,318.0362932,309.0354647,377.3878851,270.7694569,334.6085965,2.5521325,787.4222111,9.620993597
8316,axo02556-f_at,MRPL52,780.2855646,769.7759032,747.657647,776.0036349,808.3349967,802.8199735,827.6535031,815.1057312,852.199444,871.4396824,874.7282032,475.022772,453.1274785,447.2562573,813.8640428,855.7497171,884.3150917,903.0472091,1013.61355,970.3826865,-0.802900544,787.1191544,9.620438238
2418,axo07044-r_at,CDC5L,639.5713927,741.2569417,796.8245019,832.2536025,851.379475,925.5825145,871.9652313,830.8272931,835.8557635,831.7950562,814.8066813,447.910453,454.7991551,461.9355736,929.3603596,839.3140376,875.3625177,918.7603583,902.1966382,934.2210874,0.5466586,786.7989317,9.619851189
10533,axo05713-f_at,PSMG4,661.3377754,742.8532883,705.9914982,725.6949901,734.8863783,881.3384888,920.1505397,919.1865642,869.36566,872.0421144,830.7321047,478.966433,467.8325094,482.8244992,910.0582623,950.2141629,879.3717036,897.0487624,890.3467499,908.703736,0.5228654,786.447311,9.619206304
5902,axo03100-f_at,HDDC3,699.2552644,826.3945331,817.4058737,889.0483066,869.4769068,904.7547082,901.8789512,872.0026445,868.8671529,806.4120575,829.495877,493.2003229,442.3301485,424.7179041,851.8306909,851.0913627,777.4513018,886.2179266,841.9811355,869.4038656,-0.719314283,786.1608467,9.618680705
13606,axo00012-r_at,TP53INP1,475.3445469,850.3805562,744.0721444,932.0785943,1045.637448,954.4852546,1164.525649,1204.745503,1018.820162,1009.356568,1130.659179,510.323234,449.8551547,427.4827054,730.9440149,659.9585931,618.3135022,589.2995278,570.7413582,630.3736411,1.3416829,785.8698668,9.618146624
7653,axo11491-r_at,MAN1A1,1028.858026,1151.949694,1029.606892,1164.948611,1137.462289,884.488454,720.2625085,801.6622891,728.2588408,730.4348046,738.7009383,391.8706391,359.1674722,428.5660032,784.6274509,707.3546414,801.1873321,722.1470344,725.3275815,674.6748159,-1.518315311,785.5778159,9.617610379
3274,axo31574-f_at,Ctsl,4908.0254,1599.670773,1784.254876,1346.608163,1292.190806,1300.323345,880.990224,988.4379553,443.1475417,631.7810699,99.0534212,44.85104645,44.8824269,30.29029478,53.84520235,70.6205034,57.21617702,53.09542314,37.13578319,37.33578087,-7.340143287,785.1878107,9.616893966
111,axo11480-r_at,ACAT2,759.9599078,860.6520004,773.6890257,782.9628251,806.3994251,790.0211135,709.1214862,801.1233594,729.7761539,749.0695672,784.8010165,439.8839373,433.2948893,436.7940098,861.9371705,976.3428232,925.3482446,964.1965116,1071.507847,1043.786694,-0.81057409,785.0334004,9.616610227
1032,axo15297-f_at,AZIN1,622.8477754,690.8073871,656.5145614,769.2958418,838.2173073,889.7950731,875.5589463,896.430857,781.3906596,771.5244142,840.907965,438.6925047,442.0560476,477.8033746,934.56241,963.2058873,877.2386096,959.655044,959.0691309,1002.045428,0.6859964,784.3809612,9.615410708
11044,axo17627-f_at,REXO1,799.8257397,720.1535808,722.6113976,744.9787686,818.5626899,775.8826203,806.2755705,808.3063101,880.523074,904.0873765,885.3444833,471.6319586,470.5459544,483.0997152,860.5170694,873.5976105,934.3868756,911.3680599,941.284873,873.2856358,-0.765350084,784.3134682,9.615286564
912,axo17545-f_at,ATP13A1,586.8941835,717.9065748,840.2855705,888.548121,920.7180375,985.0053157,906.2438567,864.2963749,823.5921678,822.724103,841.0966622,455.3920631,442.2173975,421.9906548,875.8286903,847.5776881,800.6290205,894.013248,860.3116714,871.6281016,0.7470311,783.3449751,9.613503982
10413,axo13826-f_at,PRPF19,700.7213288,732.3744748,708.0408068,710.6674932,739.7363192,765.565815,749.3785122,773.3436846,790.2000898,808.7939526,775.4765256,453.5564793,469.0536587,504.054528,945.8458054,1011.807344,974.7926751,976.9332624,1062.639846,1012.618408,0.60074,783.2800505,9.613384404
10658,axo17197-f_at,PUS7,643.5693905,663.77694,628.4352082,688.7893377,728.1796434,853.8306845,892.6889143,935.1163692,862.2386961,871.4651731,830.6802825,457.9883731,465.6267992,522.3620038,945.7328504,955.1117295,955.7282149,910.6780493,896.1994308,956.6025322,0.5718239,783.2400311,9.613310692
9932,axo19656-f_at,PIR,1186.489403,1128.868873,1027.575868,973.5842371,998.1201624,754.9345168,698.5439608,702.7060941,574.0110502,801.538551,645.8595244,315.5734177,380.7593262,417.2831861,895.3924853,899.9230278,790.6350483,785.3110571,776.9054382,896.9696124,-1.910651625,782.549242,9.612037726
6228,axo08503-r_at,HTRA1,669.3547897,416.5771798,555.4604569,647.3271482,627.5746641,752.7908592,1007.550126,939.8297329,1583.278353,1538.903444,1437.929472,800.7678687,744.1500852,447.1281051,964.0969356,618.5630731,549.4043793,444.1684163,451.6503135,452.7112976,1.2420719,782.460835,9.611874732
9458,axo00868-f_at,PAM,725.364686,651.1224628,621.228583,661.1378038,679.469885,761.48204,838.004395,1007.731093,1095.509212,1158.198004,1193.932451,608.9462366,556.2124545,537.1641473,1054.123072,953.1105171,690.1974819,680.4529973,595.3072276,578.0697625,0.7189428,782.3382256,9.611648648
9216,axo02409-r_at,NUDT14,940.516993,1022.042235,829.4282066,851.030425,796.427982,772.0491047,662.0238123,841.3206237,739.6427489,747.5767546,850.5474427,441.2646691,458.6701028,430.7363843,986.5774486,944.9023284,881.8031987,872.3985731,777.2177289,790.7567195,-1.126648817,781.8466741,9.610741902
12616,axo08873-r_at,SRPK1,574.8268735,722.6992065,715.1111561,733.7761484,795.2063681,889.4813832,826.5700616,835.1326159,805.9395375,854.0387382,801.4979388,454.6178627,466.5067595,488.0246177,990.5059286,917.0704775,922.1462076,971.2811145,926.5437567,933.7435098,0.7850381,781.2360131,9.609614645
14694,axo03541-f_at,ZDHHC24,915.9950552,1003.850629,974.8795032,1022.318133,897.167034,867.7170096,892.1367138,848.5217321,790.8667878,809.3384352,785.2243491,426.9356185,395.0146027,428.0751626,775.6543574,783.6417762,762.7242187,743.240496,745.6838057,752.9969442,-1.213433823,781.0991182,9.609361822
46,axo17304-f_at,ABCB9,1416.379939,1500.240938,1459.686261,1047.806572,736.6128221,666.7481007,789.5754921,671.3616414,750.6308634,866.6890097,815.582325,388.9760524,393.7301742,391.2912435,762.5492456,778.2707896,577.8744604,570.0085305,499.1992651,535.9610318,-1.864455073,780.9587379,9.609102515
4552,axo20743-f_at,FABP3,1039.698205,532.5274931,577.6699346,619.2650863,467.6856977,718.0758833,1084.276659,1032.333715,1215.394455,1158.43911,1270.168516,649.6121126,631.4058858,606.659102,881.7761221,774.9968842,551.2827313,682.6454212,550.593016,569.7208519,-1.1525536,780.7113441,9.608645423
5176,axo07846-r_at,GAB1,723.4840996,703.7014619,889.0532365,993.4451462,950.115965,764.5382121,857.386743,816.6990844,1007.986848,939.873185,1021.837449,518.4207951,423.5190912,423.3265225,857.691849,761.1854634,811.7136701,750.1986726,664.6188033,732.252346,-0.77319043,780.5524322,9.608351736
8113,axo17064-f_at,MKKS,1271.701448,976.2995122,953.9062667,868.7094974,855.1215535,849.2733094,815.5639524,786.2938717,820.2002084,764.2994596,794.0729275,442.7373033,405.2460721,400.0595212,763.5094483,722.5545504,777.7484477,790.2113182,740.5692825,810.6694691,-1.668473449,780.437371,9.608139052
2696,axo00468-f_at,CHST14,653.6138753,704.351714,766.5638743,932.1922445,848.4190473,825.6485519,757.4311268,731.7470935,752.3300467,762.9468255,801.8414571,469.7127185,464.018618,485.349009,976.9698974,950.4943889,916.7688406,931.1121262,866.152532,1010.29122,0.6282607,780.3977604,9.608065827
12144,axo10400-r_at,SLC33A1,512.0282856,718.0725983,843.348667,874.1593612,850.3053471,793.8836092,734.861266,719.4152842,830.4871295,767.1803189,826.2321565,467.9642005,457.8894006,468.0899561,974.4492901,899.2406228,889.3161037,988.7312358,944.188172,1035.83888,1.0165042,779.7840943,9.606930917
8527,axo11565-f_at,MYH10,1687.623071,784.2289011,744.1585894,825.8360001,749.6319328,785.2078577,794.4596842,901.934715,990.1715585,952.4143846,687.1491649,365.458133,344.4624683,232.5002076,581.313378,609.7318929,803.4627337,846.4335486,1049.575985,850.4919085,-2.859688806,779.3123057,9.606057787
603,axo13101-f_at,AP2A2,1218.957406,980.6314357,983.6185277,932.2695268,919.027741,781.5969352,792.226198,822.205208,892.0665921,906.3047275,881.909435,461.8223448,425.5340861,387.9335772,675.0330365,686.071202,707.8804883,693.7963305,723.1212688,711.6843001,-1.651766158,779.1845184,9.605821203
5426,axo18779-f_at,GLDC,1283.367288,1121.15793,1179.3011,1113.238505,841.9831782,634.3427666,520.2210259,568.1853407,519.0766928,679.522165,659.4964119,379.2707401,363.6339752,444.5471763,659.8340874,782.1411617,808.3280491,828.4133542,1091.463598,1104.549149,-1.81937521,779.1036848,9.605671528
110,axo11197-f_at,ACAT1,1194.582271,1033.171545,1026.044936,934.875863,1006.933226,882.9558555,695.2557206,873.9653062,773.3761694,714.099996,837.841131,379.8849807,357.1578236,439.6730222,822.9250333,800.3308439,659.6766821,657.1765539,738.2132898,750.388808,-1.741872586,778.9264529,9.605343304
10942,axo18110-f_at,RBM25,572.7644735,677.4899804,619.7602859,662.3525437,797.6707135,856.7000129,781.7807766,856.2574944,710.8832835,709.8427242,870.0000659,481.756249,511.0745961,479.7372267,879.4464356,1083.173175,1085.968319,1030.208333,1020.136153,884.182457,0.9229681,778.5592649,9.604663053
1020,axo09856-f_at,AURKB,387.0375683,388.5693778,330.5192754,343.559508,551.7512184,776.183363,789.1168305,943.0117913,762.9237158,700.953339,748.8909265,400.3744811,524.1726615,559.2266303,1145.814909,1260.803736,1165.006024,1256.210136,1311.769026,1221.880601,1.7609682,778.3887559,9.60434706
2836,axo00865-r_at,CMBL,1136.22568,935.2450404,953.8781662,896.3244867,791.3500527,675.7454582,717.3591086,710.9003821,725.3902279,827.4788342,859.2137079,482.0876388,456.5144044,461.3466812,727.217446,887.295536,782.7487558,835.0157502,792.6566676,907.7674198,-1.315517128,778.0880722,9.603789654
13507,axo15386-r_at,TMX2,804.4940273,759.7454924,692.1188562,708.8146441,730.3420566,722.5394253,677.8846535,773.7724218,762.991672,780.3038457,852.2931932,469.4238427,450.2599261,488.569942,972.5570698,971.896921,981.9143656,988.3478645,996.687552,970.9329768,-0.837323629,777.7945374,9.603245292
6092,axo13023-r_at,HNRNPH3,583.5211752,712.7250396,678.7823305,766.3954576,704.7246658,797.1482252,695.5268022,733.3904655,708.7720485,735.147688,713.9612181,392.0707394,386.3539308,498.5530204,979.6225001,1069.972053,1116.312627,1072.39925,1093.204509,1116.331894,0.9359091,777.745782,9.603154855
10790,axo12071-r_at,RABAC1,805.8172058,824.5913974,796.5796976,827.2629727,813.3447598,772.9390259,772.8902197,782.4438422,779.1938606,847.0790506,899.5384255,480.0462748,449.3104565,470.822308,826.3930438,863.6127305,873.3973236,853.6339827,893.2192914,921.4199344,-0.842739973,777.6767902,9.603026872
12107,axo06932-f_at,SLC25A4,7677.133391,1543.656137,1111.545431,1438.752879,1214.266858,1033.132874,404.4014332,370.7933346,170.6222165,162.1770314,50.6357986,32.30431875,32.69259886,31.4192644,41.04184835,45.83407967,48.07139617,45.47962016,50.73762556,46.09944894,-7.932774501,777.5398793,9.602772861
3085,axo15604-f_at,CPSF3,497.9818669,581.0120602,609.9351292,688.2562521,782.5411456,812.0424292,802.5346095,790.9380554,772.8883982,723.4003571,829.5472802,448.031864,461.1518461,480.5795427,917.6620272,1016.582228,1042.453344,1062.899222,1154.872605,1068.984708,1.2135686,777.2147485,9.602169468
4515,axo02605-r_at,EXOSC9,673.1458891,661.4378985,690.5377141,677.3225417,732.7177221,751.224862,791.5658158,843.1283149,792.4171533,813.1755908,833.3851599,431.1256131,442.2905756,480.534516,917.176449,974.4530725,1026.691265,974.8669346,1035.150557,994.9276444,0.6208495,776.8637645,9.601517811
3671,axo17950-f_at,DHRS4,828.3782131,740.6028032,768.3488128,716.2232789,732.3132048,740.7641143,848.4229286,869.6822023,880.6839723,891.3633296,900.591593,501.7066317,456.0182584,494.929332,917.7481558,913.1405337,876.3621102,808.484105,861.9363341,777.6768053,-0.861198021,776.268836,9.60041256
8015,axo09580-f_at,MGP,1598.616312,625.0882181,570.9099516,554.7929329,493.7805843,521.1416679,293.9496398,444.6973817,556.0339259,682.9132901,459.03613,515.473066,685.4700951,586.290177,1902.273935,929.5457096,1082.183099,929.8679859,1375.932709,708.7596683,-2.4431828,775.837824,9.599611302
14326,axo16697-f_at,VPS35,805.5992891,819.7292684,790.5407934,785.7443593,822.288305,847.9501837,853.2923478,907.1713072,914.9734685,876.4665974,843.3360405,455.3759805,433.765629,447.256154,841.2400933,830.5581678,814.3629973,791.0727685,797.5739613,819.4782224,-0.89314667,774.8887967,9.597845476
10784,axo10291-r_at,RAB7A,956.0767988,885.7024504,841.2866845,895.1822375,845.2079341,879.4014493,940.021732,974.7988238,912.7774245,864.1585965,874.088956,502.4675214,458.0137129,453.9425118,722.7540612,716.6318729,680.6627271,680.8165511,687.9173347,716.1873369,-1.074616907,774.4048359,9.596944152
7713,axo03151-r_at,MAP4K5,811.7855783,913.4539565,720.8922853,712.7203464,773.4611401,831.555762,836.9686064,877.1086778,818.4349249,913.841278,839.9109112,463.0453976,464.4185465,520.0064284,937.0763574,890.7832993,819.9242955,801.2479776,725.9395461,812.0586399,-0.809945066,774.2316978,9.596621564
511,axo17936-r_at,ANK3,1113.574141,923.0569176,770.2785282,684.5742421,661.00043,770.7000103,797.7808594,768.246032,687.5339765,753.0395355,694.0857502,395.3534278,406.2492265,449.2437623,907.6293173,809.9065815,878.8851862,953.2667065,987.8606254,1064.055067,-1.493982777,773.8160162,9.595846779
6502,axo07964-r_at,IRF8,659.541532,892.7907069,1007.47205,893.6985046,1007.050908,791.3258084,853.8973272,788.3311107,807.4318576,784.5059071,835.2789091,420.4601528,433.9241584,454.6059013,833.3751087,831.5987042,757.6547095,774.6458584,759.6318573,877.3573709,0.6112044,773.2289222,9.594751791
92,axo05839-f_at,ACAA1,920.2949489,821.102433,870.8286124,808.3180199,796.6912391,763.3182634,806.3110593,828.7792657,891.0072126,830.1599946,843.0573702,433.6547798,401.6613052,433.4095194,823.0050084,839.1722145,822.8755804,827.638989,803.8160087,891.6805264,-1.196116827,772.8391175,9.594024308
4711,axo17955-f_at,FAM53A,1161.010979,622.3423872,724.940058,779.6661556,821.0018143,795.4305707,690.9186764,704.5679795,594.7192237,690.7187611,608.7809059,363.2142025,422.8005291,468.0306679,951.6402618,1005.071485,990.0384872,987.3178499,1049.984125,1009.251559,-1.676489094,772.0723339,9.592592207
5482,axo07871-r_at,GNAI1,714.9014658,599.8637744,584.4902707,565.8516267,645.7836926,730.3576994,844.6921304,871.7579467,956.8493573,951.542642,902.7048197,510.6353875,502.9415981,510.1583953,923.0470006,894.7170507,881.174356,909.4714882,998.4660752,941.8697794,0.481969,772.0638278,9.592576312
13349,axo20213-f_at,TMEM141,972.8790853,858.6925114,823.4096807,858.3273147,864.5230983,863.166761,864.3236936,827.5123884,732.1558655,815.7989274,801.1621755,465.1039358,409.3983265,389.9477974,728.994389,848.0059046,747.7721861,834.2689259,861.3279876,864.4564052,-1.318979508,771.561368,9.591637099
10002,axo13167-r_at,PLDN,955.1179526,871.122259,746.2760103,776.5212526,771.6331961,747.7802719,780.0697402,844.3214172,841.0579516,867.5351485,888.0436618,481.2037576,433.3396824,442.4177172,827.7606745,896.980928,851.7333913,820.3842588,789.1394755,798.0143062,-1.140180555,771.5226527,9.591564706
2816,axo11617-f_at,CLPP,668.3742303,667.318921,713.7657672,732.5347553,779.0067938,816.1436534,796.5230493,774.302076,779.7819229,810.9396258,797.4737936,472.4872792,468.1004494,447.2419689,891.4930867,912.8511357,974.0898889,993.6350124,965.3611782,966.2385481,0.5720599,771.3831568,9.591303835
3202,axo07690-r_at,CSNK2A1,1084.178434,891.1999244,859.5067146,814.3408702,770.0765207,769.4152957,799.157084,779.389616,776.8136815,827.1137835,788.2636842,436.3013514,430.496631,450.791568,797.4409047,813.3989397,837.5142341,797.1808811,847.9905634,855.907453,-1.332528363,771.3239068,9.591193017
11661,axo09821-r_at,SDHA,1011.075839,820.1629712,814.4553503,848.5415531,835.6374271,784.7593486,717.8764697,756.4628904,782.5544892,838.8527059,867.3696784,466.2939564,433.8655473,428.1109217,817.519368,826.606673,798.0883199,841.0981197,868.5763736,857.4185978,-1.239834669,770.76633,9.59014974
1897,axo02974-r_at,C7orf28B,1070.907829,880.8337879,851.6935418,823.0678759,788.3341161,767.4597612,730.9321593,800.2514081,752.0016411,781.3233934,773.3139885,427.6812924,407.8200183,439.4288834,811.0304663,891.3782199,824.972661,815.4732824,819.4861747,930.8880066,-1.392829817,769.4139254,9.587616131
9855,axo03120-f_at,PHYH,981.9998541,858.8237631,856.6208605,908.9177894,869.4393609,883.6352735,844.9157609,821.5100418,846.7728483,854.2498624,794.0932378,448.8098905,432.6042966,443.6517125,810.3732264,761.2710999,738.5611166,707.6068971,748.0931964,772.7645484,-1.182674816,769.2357319,9.587281969
13734,axo21130-f_at,TRMT112,677.375032,733.3389208,689.7636062,720.3757967,735.672269,790.5730141,733.9608497,764.5338136,712.4183665,714.9069166,710.3874577,383.0177724,420.1550464,429.3418635,902.6809806,994.0331123,1022.143545,1063.687169,1060.356591,1122.298867,0.7284302,769.0510495,9.586935557
3859,axo00202-r_at,DNTTIP1,928.0779672,847.8456874,760.413587,776.5520407,702.8004476,764.8581493,761.7565554,780.7763805,817.1849363,845.5508452,789.7251359,457.5802618,437.6033803,451.816864,855.7166193,848.4876201,811.6113891,920.1111883,872.0714309,950.4359523,-1.084622128,769.0488219,9.586931378
4245,axo15340-f_at,EIF5B,599.6343001,721.2763951,678.1465177,720.6270517,843.0509423,888.9733748,894.2788215,872.8077489,857.6137344,799.5270864,798.8729667,443.6062209,437.9095456,462.7895045,930.3006342,905.0498829,886.2844555,879.6589019,889.6534766,863.4876299,0.6336141,768.6774596,9.586234554
